1598335049.8194215,CAVTEMP? 21.001240
1598335061.8673944,CAVTEMP? 21.001263
1598335073.9155917,CAVTEMP? 21.001211
1598335085.968819,CAVTEMP? 21.001244
1598335098.01527,CAVTEMP? 21.001245
