1598488320.9261825,22.039833
1598488325.4385114,22.064579
1598488329.9749553,22.090872
1598488334.5329046,21.692043
1598488339.1076715,21.676603
1598488343.6779807,21.775419
1598488348.2820296,21.977968
1598488352.8686447,22.030554
1598488357.483595,21.931570
1598488362.030382,21.702850
1598488366.646605,21.704395
1598488371.2077677,21.732187
1598488375.7954292,21.634914
1598488380.3627326,21.767700
1598488384.9654331,21.732187
1598488389.564984,21.895998
1598488394.1279507,21.702850
1598488398.7196527,21.570068
1598488403.3060539,21.665794
1598488407.8810732,21.641090
1598488412.4485993,22.015087
1598488417.050042,21.844959
1598488421.635787,21.772331
1598488426.2182643,22.022821
1598488430.8423223,22.109432
1598488435.3661377,21.934664
1598488439.9308887,21.827946
1598488444.5343995,21.999622
1598488449.1288056,21.993435
1598488453.727062,22.008902
1598488458.3324952,22.019728
1598488462.9263918,21.786228
1598488467.5124085,21.866611
1598488472.0974603,21.801666
1598488476.666303,22.097059
1598488481.2640762,21.973330
1598488485.8373175,21.827946
1598488490.4016917,21.744539
1598488494.928079,21.738363
1598488499.5276341,21.798580
1598488504.1228614,21.925385
1598488508.724461,21.903730
1598488513.281232,21.906824
1598488517.8858483,22.121805
1598488522.4602404,21.956316
1598488527.056444,21.928476
1598488531.6323562,22.192949
1598488536.214862,22.366455
1598488540.8115065,22.816183
1598488545.391538,22.813078
1598488549.9768095,22.287439
1598488554.482893,22.237860
1598488559.0260854,22.138817
1598488563.5462086,21.962503
1598488568.0710645,22.024368
1598488572.5760143,22.248705
1598488577.0970826,22.422234
1598488581.6337998,22.216167
1598488586.154217,22.375751
1598488590.690286,22.063034
1598488595.198258,22.120258
1598488599.804209,22.191402
1598488604.3764093,22.011995
1598488608.9572923,21.988796
1598488613.5728705,21.985703
1598488618.0966153,22.039833
1598488622.6580195,22.265747
1598488627.2228572,22.465614
1598488631.8200676,22.405190
1598488636.4166126,22.460968
1598488640.974545,22.288988
1598488645.5816848,22.185217
1598488650.1068187,22.180576
1598488654.6449485,22.107885
1598488659.2430122,22.089325
1598488663.8051696,22.316875
1598488668.4052837,22.197590
1598488672.9411478,22.217716
1598488677.4941838,22.279692
1598488682.0822506,22.209970
1598488686.6767507,22.240957
1598488691.248369,22.166656
1598488695.781251,22.103245
1598488700.3390932,22.078499
1598488704.9192297,22.386599
1598488709.5105739,22.414486
1598488714.0891924,22.417585
1598488718.6718824,22.564774
1598488723.2746165,22.423782
1598488727.8946123,22.645424
1598488732.4692793,22.408289
1598488737.0632596,22.244057
1598488741.6518774,22.179029
