1598400254.7289665,+2.00314844043327E+008
1598400259.8273897,+0.00000000000000E+000
1598400264.9253826,+0.00000000000000E+000
1598400270.0318074,+0.00000000000000E+000
1598400275.1241007,+0.00000000000000E+000
1598400280.2120786,+0.00000000000000E+000
1598400285.3097782,+0.00000000000000E+000
1598400290.4119596,+0.00000000000000E+000
1598400295.503072,+0.00000000000000E+000
1598400300.5887322,+0.00000000000000E+000
1598400305.7157974,+0.00000000000000E+000
1598400310.8375409,+0.00000000000000E+000
