1598909857.4914064,1
1598909871.9239047,1
1598909886.2817183,1
1598909900.684549,1
1598909915.035916,1
1598909929.4377239,1
1598909943.7674057,1
1598909958.150627,1
1598909972.4939828,1
1598909987.1037524,1
1598910002.5380747,1
1598910016.861281,1
1598910031.3068395,1
1598910045.6367714,1
1598910059.9915414,1
1598910074.3467066,1
1598910088.6984475,1
1598910103.1163182,1
1598910117.5234432,1
1598910132.0613189,1
1598910147.5189934,1
1598910161.8513377,1
1598910176.200804,1
1598910190.5691264,1
1598910204.888764,1
1598910219.2954001,1
1598910233.663265,1
1598910248.1211333,1
1598910262.4606676,1
1598910277.0065928,1
1598910292.4382632,1
1598910306.762439,1
1598910321.1691341,1
1598910335.496784,1
1598910349.9048228,1
1598910364.217684,1
1598910378.558269,1
1598910392.8862605,1
1598910407.2043598,1
1598910421.7589893,1
1598910437.0831056,1
1598910451.449007,1
1598910465.7905645,1
1598910480.224912,1
1598910494.5873094,1
1598910508.927804,1
1598910523.2825413,1
1598910537.6331165,1
1598910552.0321941,1
1598910566.5663629,1
1598910581.968067,1
1598910596.3140578,1
1598910610.6621838,1
1598910624.9952798,1
1598910639.3068647,1
1598910653.6663232,1
1598910668.0019586,1
1598910682.4186032,1
1598910696.85029,1
1598910711.3353117,1
1598910726.7289817,1
1598910741.0623488,1
1598910755.4342275,1
1598910769.7669277,1
1598910784.0638843,1
1598910798.4081423,1
1598910812.7191305,1
1598910827.0469558,1
1598910841.3733459,1
1598910855.975127,1
1598910871.250058,1
1598910885.6243086,1
1598910899.9763608,1
1598910914.3755856,1
1598910928.6901903,1
1598910943.0520825,1
1598910957.4115555,1
1598910971.7578712,1
1598910986.1413283,1
1598911000.6627235,1
1598911016.1119902,1
1598911030.4603422,1
1598911044.777327,1
1598911059.105649,1
1598911073.452425,1
1598911087.7823784,1
1598911102.1327057,1
1598911116.5423775,1
1598911130.8600116,1
1598911145.5280778,1
1598911160.8969164,1
1598911175.2573366,1
1598911189.6729064,1
1598911204.0069075,1
1598911218.4010892,1
1598911232.746934,1
1598911247.1261854,1
1598911261.4568677,1
1598911275.8191385,1
1598911290.367019,1
1598911305.6950521,1
1598911320.0160658,1
1598911334.417745,1
1598911348.7543879,1
1598911363.1758199,1
1598911377.4946268,1
1598911391.8933256,1
1598911406.2678583,1
1598911420.5823863,1
1598911435.1488063,1
1598911450.5716875,1
1598911464.9717722,1
1598911479.3123987,1
1598911493.693317,1
1598911508.0773659,1
1598911522.4309554,1
1598911536.8455539,1
1598911551.1880856,1
1598911565.6891418,1
1598911580.2150395,1
1598911595.6300795,1
1598911610.0443122,1
1598911624.391538,1
1598911638.861233,1
1598911653.2295954,1
1598911667.5681498,1
1598911681.92677,1
1598911696.2536676,1
1598911710.6781297,1
1598911725.2280958,1
1598911740.6124551,1
1598911754.9537258,1
1598911769.3100553,1
1598911783.665651,1
1598911797.9858513,1
1598911812.3958807,1
1598911826.733003,1
1598911841.1916819,1
1598911855.5900643,1
1598911870.1055975,1
1598911885.541318,1
1598911899.948188,1
1598911914.2882977,1
1598911928.726266,1
1598911943.028658,1
1598911957.3813663,1
1598911971.7134244,1
1598911986.0368893,1
1598912000.3721077,1
1598912014.94235,1
1598912030.381439,1
1598912044.7343888,1
1598912059.0979397,1
1598912073.4528964,1
1598912087.8021486,1
1598912102.1515856,1
1598912116.521505,1
1598912130.9323533,1
1598912145.2870564,1
1598912159.896753,1
1598912175.254263,1
1598912189.6135988,1
1598912203.9335852,1
1598912218.253465,1
1598912232.660605,1
1598912247.0123527,1
1598912261.4766686,1
1598912275.817787,1
1598912290.1579857,1
1598912304.6689267,1
1598912320.0636818,1
1598912334.466565,1
1598912348.7901876,1
1598912363.2525606,1
1598912377.5808804,1
1598912391.9089055,1
1598912406.2569313,1
1598912420.591893,1
1598912435.049691,1
1598912449.6220202,1
1598912464.989128,1
1598912479.496773,1
1598912493.85649,1
1598912508.205414,1
1598912522.508082,1
1598912536.8412073,1
1598912551.1680658,1
1598912565.488082,1
1598912579.861307,1
1598912594.3979347,1
1598912609.8745794,1
1598912624.2298849,1
1598912638.5320632,1
1598912652.8474753,1
1598912667.172064,1
1598912681.504456,1
1598912695.845084,1
1598912710.2623353,1
1598912724.5569735,1
1598912739.2129672,1
1598912754.585221,1
1598912768.9166782,1
1598912783.2662947,1
1598912797.6008487,1
1598912811.994458,1
1598912826.327664,1
1598912840.7865767,1
1598912855.0952837,1
1598912869.4208474,1
1598912883.963308,1
1598912899.414397,1
1598912913.7858934,1
1598912928.1168163,1
1598912942.533226,1
1598912956.8518157,1
1598912971.1944523,1
1598912985.5394738,1
1598912999.8977528,1
1598913014.228715,1
1598913028.7563987,1
1598913044.308528,1
1598913058.6492958,1
1598913072.9802244,1
1598913087.29402,1
1598913101.6322827,1
