1598336344.849784,CAVTEMP? 21.001240
1598336356.90139,CAVTEMP? 21.001215
1598336368.9607546,CAVTEMP? 21.001226
1598336380.9992785,CAVTEMP? 21.001249
1598336393.0497572,CAVTEMP? 21.001198
